AID,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,activity_added,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,IC50 (mm),Selectivity,Inhibition (%),Ki (mm),Kd (mm),Activity (%),Standard Units,Activity Comment,target_name,Data Validity Comment,pKd_min,pKd_max,pIC50_min,pIC50_max,Type,Action,Reference (PubMed ID),IC50,Target Accession(s),Ligand,Target,IC50 Qualifier,Enzyme Activity [1],Enzyme Activity [2],Average Enzyme Activity,Panel ID,Panel Name,Panel Target,%Inhibition,High Concentration (5 x IC50),Low Concentration (IC50 / 2),Qualifier,% Degradation,Kd Qualifier,Kd,qualifier,pKi,Activity Qualifier,EC50 Qualifier,EC50
625186,103275455,1057,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103174429,1221,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103318474,1367,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493040,103904783,1400,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,4.0,CHEK1,1111,,,,,,,,<,5.1,,,
625186,103282650,1645,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103218566,1674,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103355081,1720,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103398356,1752,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103164546,1775,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103227365,1853,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103284327,1923,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103172304,1935,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103189011,1978,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103456563,1981,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103178971,1983,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103164735,1986,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103277459,2052,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103544522,2082,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103195118,2083,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103228757,2088,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103306382,2099,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103189284,2118,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103524762,2123,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103189283,2130,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103399308,2132,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,123094714,2140,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103267861,2141,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103169484,2145,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103520217,2153,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103188875,2157,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,Ki,,,0.0,0.0,0.0,,0.0,0.0,,Note: corresponding IC50 reported as Active,erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103188772,2160,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,104234246,2162,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103165869,2164,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103307981,2170,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,160671902,2176,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103478231,2187,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103212991,2196,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103194851,2197,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103188539,2206,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103164874,2244,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103224052,2247,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,13.084000000000001,IC50,=,13084.0,13.084000000000001,0.0,0.0,0.0,0.0,0.0,nM,,erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103164873,2249,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,136933682,2264,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103568173,2265,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103194022,2284,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103513016,2333,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103203986,2336,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,41.503,IC50,=,41503.0,41.503,0.0,0.0,0.0,0.0,0.0,nM,,erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103179212,2337,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103198693,2361,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103193678,2366,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961745,103304259,2381,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,30.0,AC50,>,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493040,103905108,2390,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,4.0,CHEK1,1111,,,,,,,,<,5.1,,,
625186,103245564,2391,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103206701,2406,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,Ki,,,0.0,0.0,0.0,,0.0,0.0,,Note: corresponding IC50 reported as Active,erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103221477,2435,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103555936,2442,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,124974125,2447,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103458417,2467,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625186,103166970,2477,Unspecified,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,IC50,,,,0.0,0.0,0.0,0.0,0.0,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),erbB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
