AID,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,activity_added,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,IC50 (mm),Selectivity,Inhibition (%),Ki (mm),Kd (mm),Activity (%),Standard Units,Activity Comment,target_name,Data Validity Comment,pKd_min,pKd_max,pIC50_min,pIC50_max,Type,Action,Reference (PubMed ID),IC50,Target Accession(s),Ligand,Target,IC50 Qualifier,Enzyme Activity [1],Enzyme Activity [2],Average Enzyme Activity,Panel ID,Panel Name,Panel Target,%Inhibition,High Concentration (5 x IC50),Low Concentration (IC50 / 2),Qualifier,% Degradation,Kd Qualifier,Kd,qualifier,pKi,Activity Qualifier,EC50 Qualifier,EC50
493040,103905548,151194,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103904828,156422,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103904989,176155,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.9,,,
493040,103905339,176870,Active,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,,7.7,,,
1795774,8035065,176870,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.76,IC50,,,0.76,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,760.0,P04626,BDBM5446,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1799771,8035065,176870,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",1.0,IC50,,,1.0,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,1000.0,P04626,BDBM5446,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
493040,103904709,201327,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.1,,,
493040,103905113,206042,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905567,208908,Active,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,,8.8,,,
493040,103905568,208908,Active,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,,8.8,,,
1795774,8035064,208908,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.009000000000000001,IC50,,,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,9.0,P04626,BDBM5445,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1798859,8035064,208908,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.009000000000000001,IC50,,,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,9.0,P04626,BDBM5445,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1799771,8035064,208908,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.013,IC50,,,0.013,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,13.0,P04626,BDBM5445,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1804976,8035064,208908,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.0231,IC50,,,0.0231,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,23.1,P04626,BDBM5445,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
493040,103904444,216239,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
1919057,46516901,216239,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.00056,IC50,,,0.00056,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,0.56,P04626,BDBM16673,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
493040,103905210,233113,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905123,324081,Active,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,,5.3,,,
493040,103905283,404051,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,4.8,,,
493040,103905437,447873,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103904634,448014,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905352,613127,Active,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,,6.2,,,
493040,103904963,623415,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103904610,667926,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905425,695484,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103904646,712193,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905662,794531,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905481,1268887,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905585,1568886,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905141,2044508,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905360,2727417,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905409,2744272,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103904449,2797246,Active,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,,6.0,,,
493040,103904448,2797247,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905102,2813676,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905205,2831603,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103904926,2858224,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905618,2858816,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905206,2868675,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905342,3038522,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905630,3038525,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905543,3062316,Active,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,,6.8,,,
493040,103905539,3086685,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905670,3086686,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905140,3133620,Active,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,,6.4,,,
493040,103905103,3155438,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905447,3392643,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,4.8,,,
493040,103905318,3449643,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905100,3453573,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905628,3662552,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905509,4121107,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905204,4306353,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103904809,4982682,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103905621,5005498,Inactive,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,<,5.8,,,
493040,103904652,5209964,Active,,unknown,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,need to check,,,,,,,,,,,,,,,,,70.0,ERBB2,2064,,,,,,,,,6.5,,,
1795646,8034231,5328954,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.014,IC50,,,0.014,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,14.0,P04626,BDBM4568,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034232,5328955,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.038,IC50,,,0.038,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,38.0,P04626,BDBM4569,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034233,5328956,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.177,IC50,,,0.177,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,177.0,P04626,BDBM4570,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034234,5328957,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.113,IC50,,,0.113,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,113.0,P04626,BDBM4571,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034235,5328958,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.162,IC50,,,0.162,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,162.0,P04626,BDBM4572,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034236,5328959,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.085,IC50,,,0.085,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,85.0,P04626,BDBM4573,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034237,5328960,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.073,IC50,,,0.073,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,73.0,P04626,BDBM4574,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034238,5328961,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.053,IC50,,,0.053,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,53.0,P04626,BDBM4575,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034239,5328962,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.124,IC50,,,0.124,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,124.0,P04626,BDBM4576,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034240,5328963,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.117,IC50,,,0.117,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,117.0,P04626,BDBM4577,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034241,5328964,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.183,IC50,,,0.183,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,183.0,P04626,BDBM4578,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034242,5328965,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.033,IC50,,,0.033,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,33.0,P04626,BDBM4579,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034243,5328966,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.116,IC50,,,0.116,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,116.0,P04626,BDBM4580,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034244,5328967,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.122,IC50,,,0.122,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,122.0,P04626,BDBM4581,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034245,5328968,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.016,IC50,,,0.016,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,16.0,P04626,BDBM4582,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034246,5328969,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.301,IC50,,,0.301,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,301.0,P04626,BDBM4583,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034247,5328970,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",1.164,IC50,,,1.164,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,1164.0,P04626,BDBM4584,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034248,5328971,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",1.4280000000000002,IC50,,,1.4280000000000002,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,1428.0,P04626,BDBM4585,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034249,5328972,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",1.5590000000000002,IC50,,,1.5590000000000002,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,1559.0,P04626,BDBM4586,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034250,5328973,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",2.776,IC50,,,2.776,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,2776.0,P04626,BDBM4587,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034251,5328974,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",2.8080000000000003,IC50,,,2.8080000000000003,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,2808.0,P04626,BDBM4588,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034252,5328975,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",1.912,IC50,,,1.912,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,1912.0,P04626,BDBM4589,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034253,5328976,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.733,IC50,,,0.733,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,733.0,P04626,BDBM4590,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034254,5328977,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.634,IC50,,,0.634,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,634.0,P04626,BDBM4591,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034255,5328978,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.414,IC50,,,0.414,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,414.0,P04626,BDBM4592,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034256,5328979,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",1.592,IC50,,,1.592,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,1592.0,P04626,BDBM4593,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034257,5328980,Inactive,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",15.624,IC50,,,15.624,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,15624.0,P04626,BDBM4594,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034258,5328981,Inactive,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",15.238,IC50,,,15.238,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,15238.0,P04626,BDBM4595,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034259,5328982,Inactive,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",91.325,IC50,,,91.325,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,91325.0,P04626,BDBM4596,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034260,5328983,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",8.832,IC50,,,8.832,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,8832.0,P04626,BDBM4597,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034261,5328984,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",5.042,IC50,,,5.042,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,5042.0,P04626,BDBM4598,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
1795646,8034262,5328985,Active,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",0.458,IC50,,,0.458,0.0,0.0,0.0,0.0,0.0,,,check,,,,,,,,,458.0,P04626,BDBM4599,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,
